0,23,21,16,26,17,35,37,12,29,18,20,36,2,3,1,31
0.0000,0.0069,0.0000,0.0000,0.1886,-0.0706,0.0000,0.0000,-0.0384,0.1250,0.2188,-0.1766,0.0000,0.0000,-0.0292,-0.0806,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8713,0.0000,-0.3298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,-0.4379,0.0000,0.0000,0.0000,0.0000,-0.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9998,-0.0182,0.0000,0.0000,0.0000
0.0000,0.1080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5658,-0.0048,-0.3333,0.0000,0.0000,0.0000
0.0442,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,-0.3578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1783,0.9166,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.2086,0.0000,0.0000,-0.4145,0.0000,-0.2796,0.0000,0.0000,0.0000,-0.4486,-0.0726,0.0000
0.0000,0.0000,0.0000,-0.6593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7519
-0.4926,0.0000,0.0000,0.0000,0.0000,0.0000,0.5793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.7136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4514
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3815,0.5825,0.0000,0.0000,0.0000
0.0000,0.0000,0.5541,0.0000,0.0000,0.0000,0.0000,0.4588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,-0.7509,0.0000,0.0000,0.0000,0.0000,-0.2724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.3982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5804,-0.0816,0.0000
0.9870,0.0000,0.0000,0.0000,0.0000,0.0000,0.1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,-0.3672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6461
